Company Name,Transaction Name URL,City,State,Country,Region,Organization_Industries,Organization_Name_URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency in USD,Announced Date
Matau Tech LTD,https://www.crunchbase.com/funding_round/matau-tech-ltd-pre-seed--27be0221,London,England,United Kingdom,Europe,"Artificial Intelligence (AI), Big Data, Business Intelligence, Data Management, Data Visualization",https://www.crunchbase.com/organization/matau-tech-ltd,Pre-Seed,100000,EUR,107898,3/28/2024
Cathedral Studios,https://www.crunchbase.com/funding_round/cathedral-studios-limited-seed--28c8ac2f,Colchester,Essex,United Kingdom,Europe,"Artificial Intelligence (AI), Blockchain, Video Games, Web3",https://www.crunchbase.com/organization/cathedral-studios-limited,Seed,6660000,USD,6660000,3/19/2024
Attunement,https://www.crunchbase.com/funding_round/attunement-pre-seed--28fa792a,San Francisco,California,United States,North America,"Artificial Intelligence (AI), Health Care, Machine Learning, Mental Health",https://www.crunchbase.com/organization/attunement,Pre-Seed,500000,USD,500000,4/3/2024
Adot,https://www.crunchbase.com/funding_round/adot-10e9-seed--29f1a56d,San Francisco,California,United States,North America,"Artificial Intelligence (AI), Blockchain",https://www.crunchbase.com/organization/adot-10e9,Seed,3000000,USD,3000000,4/25/2024
Cubtale,https://www.crunchbase.com/funding_round/cubtale-seed--2a5ac89f,Los Angeles,California,United States,North America,"Artificial Intelligence (AI), Child Care, Electronics, Family, Health Care, Home Health Care, Personal Health, Software, Wearables",https://www.crunchbase.com/organization/cubtale,Seed,0,NULL,0,3/15/2024
OpenGrid Technologies,https://www.crunchbase.com/funding_round/opengrid-technologies-pre-seed--2b3dfb5d,Washington,District of Columbia,United States,North America,"Apps, Automotive, Electric Vehicle, Renewable Energy",https://www.crunchbase.com/organization/opengrid-technologies,Pre-Seed,100000,USD,100000,4/12/2024
Onboarding.online,https://www.crunchbase.com/funding_round/onboarding-online-pre-seed--2b4745fb,Vilnius,Vilniaus Apskritis,Lithuania,Europe,"Analytics, Marketing Automation, Software, Subscription Service",https://www.crunchbase.com/organization/onboarding-online,Pre-Seed,0,NULL,0,4/1/2024
Aidy,https://www.crunchbase.com/funding_round/aidy-9cbc-pre-seed--2b538565,San Francisco,California,United States,North America,"Artificial Intelligence (AI), GovTech, Information Services, Information Technology, Internet, Manufacturing, Ultimate Frisbee",https://www.crunchbase.com/organization/aidy-9cbc,Pre-Seed,500000,USD,500000,4/3/2024
WaitHero,https://www.crunchbase.com/funding_round/waithero-seed--2b8dd16d,Napoli,Campania,Italy,Europe,"Apps, Mobile Apps, QR Codes",https://www.crunchbase.com/organization/waithero,Seed,99998,GBP,126512,4/3/2024
Clientell,https://www.crunchbase.com/funding_round/clientell-seed--2b95be42,San Francisco,California,United States,North America,"Artificial Intelligence (AI), Machine Learning, Software",https://www.crunchbase.com/organization/clientell,Seed,2500000,USD,2500000,4/15/2024
CodeAnt AI,https://www.crunchbase.com/funding_round/codeant-ai-pre-seed--2bef0a33,San Francisco,California,United States,North America,"Developer Tools, Software",https://www.crunchbase.com/organization/codeant-ai,Pre-Seed,500000,USD,500000,2/27/2024
Profi,https://www.crunchbase.com/funding_round/profi-6322-seed--2c188bb7,Los Angeles,California,United States,North America,"Information Services, Professional Services, SaaS, Software",https://www.crunchbase.com/organization/profi-6322,Seed,0,NULL,0,3/4/2024
reteach,https://www.crunchbase.com/funding_round/reteach-seed--2dac2bc5,Berlin,Berlin,Germany,Europe,Software,https://www.crunchbase.com/organization/reteach,Seed,1500000,EUR,1625761,2/28/2024
Quilt,https://www.crunchbase.com/funding_round/quilt-6ca6-seed--2dd06a33,San Francisco,California,United States,North America,"Artificial Intelligence (AI), Software",https://www.crunchbase.com/organization/quilt-6ca6,Seed,2500000,USD,2500000,3/18/2024
Monkee,https://www.crunchbase.com/funding_round/monkee-seed--2dea3bbf,Innsbruck,Tirol,Austria,Europe,"Apps, Financial Services, FinTech, Loyalty Programs, Mobile Apps, Personal Finance, Retail Technology",https://www.crunchbase.com/organization/monkee,Seed,0,NULL,0,4/10/2024
Four/Four,https://www.crunchbase.com/funding_round/four-four-cf52-seed--2e10ab25,London,England,United Kingdom,Europe,"Artificial Intelligence (AI), B2B, Service Industry",https://www.crunchbase.com/organization/four-four-cf52,Seed,310000,GBP,382107,4/22/2024
Taxo,https://www.crunchbase.com/funding_round/taxo-pre-seed--2e7ee07c,Mexico City,Distrito Federal,Mexico,North America,"Finance, Financial Services, Software",https://www.crunchbase.com/organization/taxo,Pre-Seed,1200000,USD,1200000,3/26/2024
Play Well for Life,https://www.crunchbase.com/funding_round/play-well-for-life-seed--2f13e74e,Guildford,Surrey,United Kingdom,Europe,"E-Learning, Education",https://www.crunchbase.com/organization/play-well-for-life,Seed,0,NULL,0,2/15/2024
Ziv4 Technology,https://www.crunchbase.com/funding_round/ziv4-technology-321b-seed--2f62d873,MustamÃ¤e,Harjumaa,Estonia,Europe,"Artificial Intelligence (AI), Cryptocurrency, Software",https://www.crunchbase.com/organization/ziv4-technology-321b,Seed,0,NULL,0,3/5/2024
Million,https://www.crunchbase.com/funding_round/million-1ade-pre-seed--2f720644,San Francisco,California,United States,North America,"Internet, Web Browsers",https://www.crunchbase.com/organization/million-1ade,Pre-Seed,500000,USD,500000,3/1/2024
Assort Health,https://www.crunchbase.com/funding_round/assort-health-seed--2f7f076c,San Francisco,California,United States,North America,"Artificial Intelligence (AI), Communications Infrastructure, Telehealth",https://www.crunchbase.com/organization/assort-health,Seed,3500000,USD,3500000,3/14/2024
Clicktivated,https://www.crunchbase.com/funding_round/clicktivated-seed--2fab6763,Detroit,Michigan,United States,North America,"Automotive, Information Technology, Retail, Software, Telecommunications, Tourism, Video, Video Advertising",https://www.crunchbase.com/organization/clicktivated,Seed,825000,USD,825000,4/3/2024
Clockout,https://www.crunchbase.com/funding_round/clockout-31f8-pre-seed--2fbc8361,Miami,Florida,United States,North America,"Employee Benefits, Financial Services, FinTech, Mobile Apps, Payments, Personal Finance",https://www.crunchbase.com/organization/clockout-31f8,Pre-Seed,0,NULL,0,4/5/2024
RAEK,https://www.crunchbase.com/funding_round/raek-pre-seed--2fd661ff,Liberty Lake,Washington,United States,North America,"Cloud Data Services, Information Technology, Software",https://www.crunchbase.com/organization/raek,Pre-Seed,400000,USD,400000,3/26/2024
Delivery Collective,https://www.crunchbase.com/funding_round/delivery-collective-seed--2ffd341a,San Francisco,California,United States,North America,"Software, Web Development",https://www.crunchbase.com/organization/delivery-collective,Seed,3800000,USD,3800000,4/2/2024
Terra Labs,https://www.crunchbase.com/funding_round/terra-labs-84cd-seed--30249d2b,Stockholm,Stockholms Lan,Sweden,Europe,"Geospatial, Information Technology, Real Time, Software",https://www.crunchbase.com/organization/terra-labs-84cd,Seed,4000000,EUR,4316419,3/28/2024
Growthsayer,https://www.crunchbase.com/funding_round/growthsayer-seed--310d8ad6,San Diego,California,United States,North America,"Artificial Intelligence (AI), Enterprise Resource Planning (ERP), SaaS",https://www.crunchbase.com/organization/growthsayer,Seed,0,NULL,0,3/5/2024
Fluent Metal,https://www.crunchbase.com/funding_round/fluent-metal-seed--31865481,Cambridge,Massachusetts,United States,North America,"3D Printing, 3D Technology, Industrial, Industrial Engineering, Manufacturing",https://www.crunchbase.com/organization/fluent-metal,Seed,3200000,USD,3200000,3/14/2024
YonedaLabs,https://www.crunchbase.com/funding_round/yonedalabs-pre-seed--32847f3c,San Francisco,California,United States,North America,"Artificial Intelligence (AI), Biopharma, Biotechnology, Software",https://www.crunchbase.com/organization/yonedalabs,Pre-Seed,500000,USD,500000,4/4/2024
eComID,https://www.crunchbase.com/funding_round/ecomid-pre-seed--32c2970c,Stockholm,Stockholms Lan,Sweden,Europe,"Artificial Intelligence (AI), E-Commerce, Fashion, Machine Learning, Retail Technology, Software, Sustainability",https://www.crunchbase.com/organization/ecomid,Pre-Seed,2750000,EUR,2984893,3/4/2024
Metofico,https://www.crunchbase.com/funding_round/metofico-pre-seed--3381b56b,London,England,United Kingdom,Europe,"Biotechnology, Neuroscience, Software",https://www.crunchbase.com/organization/metofico,Pre-Seed,500000,USD,500000,2/27/2024
Buddywise,https://www.crunchbase.com/funding_round/buddywise-seed--341aba32,Stockholm,Stockholms Lan,Sweden,Europe,"Computer Vision, Machine Learning, Software",https://www.crunchbase.com/organization/buddywise,Seed,3500000,EUR,3786014,3/25/2024
Paillor,https://www.crunchbase.com/funding_round/paillor-pre-seed--3438d795,Toronto,Ontario,Canada,North America,"Artificial Intelligence (AI), Information Technology, Software",https://www.crunchbase.com/organization/paillor,Pre-Seed,0,NULL,0,3/14/2024
Greptile,https://www.crunchbase.com/funding_round/tabnam-seed--34b929bc,San Francisco,California,United States,North America,"Enterprise Software, Machine Learning, Software",https://www.crunchbase.com/organization/tabnam,Seed,3600000,USD,3600000,4/1/2024
Storm Labs,https://www.crunchbase.com/funding_round/storm-labs-seed--34fbad44,Austin,Texas,United States,North America,"Bitcoin, Blockchain",https://www.crunchbase.com/organization/storm-labs,Seed,3000000,USD,3000000,4/9/2024
Tability,https://www.crunchbase.com/funding_round/tability-seed--3519e70a,Sydney,New South Wales,Australia,Oceania,"Enterprise, Information Technology, SaaS, Software",https://www.crunchbase.com/organization/tability,Seed,0,NULL,0,3/25/2024
BLNG,https://www.crunchbase.com/funding_round/blng-seed--35dcc5a4,Los Angeles,California,United States,North America,"Artificial Intelligence (AI), E-Commerce, Jewelry",https://www.crunchbase.com/organization/blng,Seed,2000000,USD,2000000,3/19/2024
SydeLabs,https://www.crunchbase.com/funding_round/sydelabs-seed--3611a326,San Francisco,California,United States,North America,Web Development,https://www.crunchbase.com/organization/sydelabs,Seed,2500000,USD,2500000,3/28/2024
a2zebra,https://www.crunchbase.com/funding_round/a2zebra-pre-seed--3628e93a,Berlin,Berlin,Germany,Europe,"E-Learning, Education",https://www.crunchbase.com/organization/a2zebra,Pre-Seed,500000,USD,500000,4/4/2024
Popularium,https://www.crunchbase.com/funding_round/popularium-seed--363489a3,Los Angeles,California,United States,North America,"Software, Video Games",https://www.crunchbase.com/organization/popularium,Seed,2000000,USD,2000000,3/26/2024
EVI Safety Technology,https://www.crunchbase.com/funding_round/evi-safety-technology-pre-seed--36618e81,Amsterdam,Noord-Holland,The Netherlands,Europe,"Artificial Intelligence (AI), Marine Technology, Software",https://www.crunchbase.com/organization/evi-safety-technology,Pre-Seed,500000,EUR,544975,3/6/2024
Hemingway,https://www.crunchbase.com/funding_round/hemingway-edad-pre-seed--368e1e70,San Francisco,California,United States,North America,"Artificial Intelligence (AI), Dental, SaaS, Scheduling",https://www.crunchbase.com/organization/hemingway-edad,Pre-Seed,500000,USD,500000,4/3/2024
Kemet Trading,https://www.crunchbase.com/funding_round/kemet-trading-seed--379864d3,New York,New York,United States,North America,"Cryptocurrency, Financial Services, FinTech, Trading Platform",https://www.crunchbase.com/organization/kemet-trading,Seed,5000000,USD,5000000,3/19/2024
Fillip,https://www.crunchbase.com/funding_round/fillip-3ed8-seed--381853af,Calgary,Alberta,Canada,North America,"Computer Vision, Mobile, Mobile Apps",https://www.crunchbase.com/organization/fillip-3ed8,Seed,0,NULL,0,2/13/2024
Legitify,https://www.crunchbase.com/funding_round/legitify-seed--3849ea8a,Dublin,Dublin,Ireland,Europe,"Internet, Legal Tech, Software",https://www.crunchbase.com/organization/legitify,Seed,1500000,EUR,1641526,3/8/2024
Apollon,https://www.crunchbase.com/funding_round/apollon-seed--38683775,Cambridge,Massachusetts,United States,North America,"Biotechnology, Diabetes, Health Care, Machine Learning, Medical Device, Sensor",https://www.crunchbase.com/organization/apollon,Seed,1800000,USD,1800000,4/8/2024
Charlee.ai,https://www.crunchbase.com/funding_round/charlee-ai-seed--3892459d,Pleasanton,California,United States,North America,"Artificial Intelligence (AI), Insurance, InsurTech, Software",https://www.crunchbase.com/organization/charlee-ai,Seed,0,NULL,0,3/25/2024
UNLISTED,https://www.crunchbase.com/funding_round/unlisted-06b8-pre-seed--38929ce8,Dayton,Ohio,United States,North America,"Real Estate, Software",https://www.crunchbase.com/organization/unlisted-06b8,Pre-Seed,0,NULL,0,4/24/2024
HostAI,https://www.crunchbase.com/funding_round/hostai-e26d-seed--38e2f70a,San Francisco,California,United States,North America,"Real Estate, Software, Vacation Rental",https://www.crunchbase.com/organization/hostai-e26d,Seed,0,NULL,0,3/1/2024
Topo.io,https://www.crunchbase.com/funding_round/topo-io-pre-seed--38e9b461,Paris,Ile-de-France,France,Europe,"B2B, Collaboration, Digital Marketing, SaaS",https://www.crunchbase.com/organization/topo-io,Pre-Seed,500000,USD,500000,4/3/2024
Midas Games,https://www.crunchbase.com/funding_round/midas-games-pre-seed--391dd28e,Istanbul,Istanbul,Turkey,Europe,"Gaming, Mobile Apps, Online Games",https://www.crunchbase.com/organization/midas-games,Pre-Seed,1000000,USD,1000000,3/28/2024
Oriole Networks,https://www.crunchbase.com/funding_round/oriole-networks-seed--3959329c,London,England,United Kingdom,Europe,"Artificial Intelligence (AI), Renewable Energy",https://www.crunchbase.com/organization/oriole-networks,Seed,10000000,GBP,12613554,3/27/2024
Elodin,https://www.crunchbase.com/funding_round/elodin-pre-seed--39879391,San Francisco,California,United States,North America,"Aerospace, Robotics, Satellite Communication",https://www.crunchbase.com/organization/elodin,Pre-Seed,500000,USD,500000,2/27/2024
ForteAI,https://www.crunchbase.com/funding_round/forteai-pre-seed--3a1bb3d0,Joensuu,Eastern Finland,Finland,Europe,"Artificial Intelligence (AI), Career Planning, Human Resources, Information Technology, Machine Learning, Software",https://www.crunchbase.com/organization/forteai,Pre-Seed,0,NULL,0,1/31/2024
nCompass Technologies,https://www.crunchbase.com/funding_round/ncompass-technologies-pre-seed--3a2ed94e,San Francisco,California,United States,North America,"Artificial Intelligence (AI), Cloud Computing, Developer APIs, Network Hardware, Open Source",https://www.crunchbase.com/organization/ncompass-technologies,Pre-Seed,500000,USD,500000,4/3/2024
Neuwo,https://www.crunchbase.com/funding_round/neuwo-seed--3a5311be,JyvÃ¤skylÃ¤,Western Finland,Finland,Europe,"Artificial Intelligence (AI), Content Marketing, Machine Learning, Publishing",https://www.crunchbase.com/organization/neuwo,Seed,0,NULL,0,4/1/2024
Loop,https://www.crunchbase.com/funding_round/loop-44e6-seed--3a77ebb0,San Francisco,California,United States,North America,"Artificial Intelligence (AI), Food and Beverage, Food Delivery, Information Technology, SaaS, Software",https://www.crunchbase.com/organization/loop-44e6,Seed,6000000,USD,6000000,3/12/2024
Apriora,https://www.crunchbase.com/funding_round/apriora-pre-seed--3ae49e49,San Francisco,California,United States,North America,"Artificial Intelligence (AI), B2B, Generative AI, Human Resources, Information Technology, Internet, Recruiting",https://www.crunchbase.com/organization/apriora,Pre-Seed,500000,USD,500000,4/3/2024
AgentHub,https://www.crunchbase.com/funding_round/agenthub-pre-seed--3b1a99bc,Vancouver,British Columbia,Canada,North America,"Artificial Intelligence (AI), Developer Tools, Information Technology",https://www.crunchbase.com/organization/agenthub,Pre-Seed,500000,USD,500000,4/3/2024
Sensay,https://www.crunchbase.com/funding_round/sensay-3fa3-pre-seed--3b764e80,London,England,United Kingdom,Europe,Artificial Intelligence (AI),https://www.crunchbase.com/organization/sensay-3fa3,Pre-Seed,3400000,USD,3400000,4/2/2024
ZeroNet IT,https://www.crunchbase.com/funding_round/zeronet-it-seed--3ba4d0b4,Valencia,Comunidad Valenciana,Spain,Europe,"Consulting, Information Technology, Software",https://www.crunchbase.com/organization/zeronet-it,Seed,0,EUR,0,4/3/2024
korzo Wealth,https://www.crunchbase.com/funding_round/korzo-pre-seed--3cbfe57e,Palo Alto,California,United States,North America,"Artificial Intelligence (AI), FinTech, Wealth Management",https://www.crunchbase.com/organization/korzo,Pre-Seed,120000,USD,120000,3/15/2024
Capsa AI,https://www.crunchbase.com/funding_round/capsa-ai-seed--3db7194e,London,England,United Kingdom,Europe,"Artificial Intelligence (AI), Financial Services, Trading Platform",https://www.crunchbase.com/organization/capsa-ai,Seed,0,NULL,0,4/16/2024
IZI App,https://www.crunchbase.com/funding_round/izi-app-seed--3ddf9d7d,Fortaleza,Mato Grosso do Sul,Brazil,South America,"Apps, Information Technology, Mobile Apps",https://www.crunchbase.com/organization/izi-app,Seed,4000000,BRL,799536,3/22/2024
Work Simplr,https://www.crunchbase.com/funding_round/upskls-pre-seed--3df300db,Denver,Colorado,United States,North America,"Business Process Automation (BPA), EdTech, Freelance, Human Resources, Outsourcing, Professional Services, Recruiting, Social Entrepreneurship, Software, Staffing Agency",https://www.crunchbase.com/organization/upskls,Pre-Seed,60000,USD,60000,3/20/2024
Focal,https://www.crunchbase.com/funding_round/focal-0075-pre-seed--3e1104b8,San Francisco,California,United States,North America,"Film Production, Software, Web Development",https://www.crunchbase.com/organization/focal-0075,Pre-Seed,500000,USD,500000,2/27/2024
JARS AI,https://www.crunchbase.com/funding_round/jars-ai-seed--3ee8bdea,San Francisco,California,United States,North America,"Artificial Intelligence (AI), Consumer, Digital Entertainment, Social",https://www.crunchbase.com/organization/jars-ai,Seed,3000000,USD,3000000,4/8/2024
Superagent,https://www.crunchbase.com/funding_round/superagent-23ef-pre-seed--3ef5c79b,San Francisco,California,United States,North America,"Software, Web Development",https://www.crunchbase.com/organization/superagent-23ef,Pre-Seed,500000,USD,500000,2/27/2024
RealSage,https://www.crunchbase.com/funding_round/realsage-seed--3fa677e4,Toronto,Ontario,Canada,North America,"Real Estate, SaaS",https://www.crunchbase.com/organization/realsage,Seed,5500000,CAD,4048401,3/25/2024
Superintelligent,https://www.crunchbase.com/funding_round/superintelligent-pre-seed--3fcf063f,New York,New York,United States,North America,"Artificial Intelligence (AI), Internet, Video",https://www.crunchbase.com/organization/superintelligent,Pre-Seed,2000000,USD,2000000,4/10/2024
Simply Global,https://www.crunchbase.com/funding_round/simply-global-pre-seed--4002c1c4,Lewes,Delaware,United States,North America,"Artificial Intelligence (AI), Generative AI, Software",https://www.crunchbase.com/organization/simply-global,Pre-Seed,52000,USD,52000,2/26/2024
OnTraccr,https://www.crunchbase.com/funding_round/ontraccr-seed--400568da,Vancouver,British Columbia,Canada,North America,"Construction, Industrial Automation, Information Services, Information Technology, Mobile, SaaS, Software",https://www.crunchbase.com/organization/ontraccr,Seed,1200000,CAD,888063,3/6/2024
Agrisky,https://www.crunchbase.com/funding_round/agrisky-pre-seed--40675462,Rome,Lazio,Italy,Europe,"Agriculture, AgTech, Artificial Intelligence (AI), Farming",https://www.crunchbase.com/organization/agrisky,Pre-Seed,40000,EUR,43382,3/1/2024
" Auguria, Inc.",https://www.crunchbase.com/funding_round/auguria-seed--40710655,Ladera Ranch,California,United States,North America,"Analytics, Artificial Intelligence (AI), Cyber Security, Data Integration",https://www.crunchbase.com/organization/auguria,Seed,6500000,USD,6500000,3/19/2024
The Folklore Group,https://www.crunchbase.com/funding_round/the-folklore-seed--41972392,New York,New York,United States,North America,"B2B, Beauty, Brand Marketing, E-Commerce, Fashion, Home Decor, Marketplace, Retail, SaaS, Wholesale",https://www.crunchbase.com/organization/the-folklore,Seed,3400000,USD,3400000,4/17/2024
Bookvid,https://www.crunchbase.com/funding_round/bookvid-seed--41af0dc0,San Francisco,California,United States,North America,"Content Creators, Software, Web Apps",https://www.crunchbase.com/organization/bookvid,Seed,0,NULL,0,2/29/2024
YouAttest,https://www.crunchbase.com/funding_round/youattest-seed--42a77d7a,Newport Beach,California,United States,North America,"Cloud Data Services, Information Technology, Small and Medium Businesses, Software",https://www.crunchbase.com/organization/youattest,Seed,180000,USD,180000,4/1/2024
ArcSpan Technologies,https://www.crunchbase.com/funding_round/arcspan-media-seed--43e59ed8,New York,New York,United States,North America,"Advertising, Digital Media, Information Technology, Mobile Advertising, Sales Automation, Video Advertising",https://www.crunchbase.com/organization/arcspan-media,Seed,782353,USD,782353,3/13/2024
Cerebria Tech,https://www.crunchbase.com/funding_round/cerebria-tech-seed--457b0777,Bratislava,Bratislava,Slovakia (Slovak Republic),Europe,Software,https://www.crunchbase.com/organization/cerebria-tech,Seed,0,NULL,0,3/22/2024
BeforeSunset AI,https://www.crunchbase.com/funding_round/beforesunset-pre-seed--45b5d7bb,Wilmington,Delaware,United States,North America,"Artificial Intelligence (AI), Enterprise Software, Productivity Tools, SaaS, Software",https://www.crunchbase.com/organization/beforesunset,Pre-Seed,0,NULL,0,3/11/2024
Camp Network,https://www.crunchbase.com/funding_round/camp-network-c0fa-seed--45cf5067,Virginia Beach,Virginia,United States,North America,"Advertising, Information Technology, Software, Web Design",https://www.crunchbase.com/organization/camp-network-c0fa,Seed,4000000,USD,4000000,4/2/2024
Rectangle Labs,https://www.crunchbase.com/funding_round/rectangle-labs-pre-seed--45f5bb7e,Chicago,Illinois,United States,North America,"Information Technology, Productivity Tools, Supply Chain Management",https://www.crunchbase.com/organization/rectangle-labs,Pre-Seed,0,NULL,0,2/12/2024
Entrada,https://www.crunchbase.com/funding_round/entrada-b154-seed--467ee9c4,San Francisco,California,United States,North America,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Cloud Data Services, Data Integration, Machine Learning, Professional Services",https://www.crunchbase.com/organization/entrada-b154,Seed,0,NULL,0,3/4/2024
GoodGist,https://www.crunchbase.com/funding_round/goodgist-seed--46929424,Foster City,California,United States,North America,Web Development,https://www.crunchbase.com/organization/goodgist,Seed,1000000,USD,1000000,4/8/2024
EasyTelling AI,https://www.crunchbase.com/funding_round/easytelling-ai-pre-seed--482640be,SÃ£o Paulo,Sao Paulo,Brazil,South America,"Artificial Intelligence (AI), Semantic Search, Software",https://www.crunchbase.com/organization/easytelling-ai,Pre-Seed,125000,USD,125000,2/19/2024
Checkboard,https://www.crunchbase.com/funding_round/cubiclease-seed--48df8f2c,London,England,United Kingdom,Europe,"FinTech, Real Estate, SaaS, Software",https://www.crunchbase.com/organization/cubiclease,Seed,100000,GBP,126515,4/3/2024
Marr Labs,https://www.crunchbase.com/funding_round/marr-labs-pre-seed--48f08a38,San Francisco,California,United States,North America,"Artificial Intelligence (AI), Machine Learning, Software",https://www.crunchbase.com/organization/marr-labs,Pre-Seed,500000,USD,500000,3/1/2024
Aimiable,https://www.crunchbase.com/funding_round/aimiable-seed--490b52d8,Miami,Florida,United States,North America,"Artificial Intelligence (AI), Customer Service, Operating Systems, Software",https://www.crunchbase.com/organization/aimiable,Seed,3085000,USD,3085000,3/19/2024
Foccuz,https://www.crunchbase.com/funding_round/foccuz-seed--4a2926f7,Chillan,Bio-Bio,Chile,South America,Software,https://www.crunchbase.com/organization/foccuz,Seed,700000,USD,700000,3/22/2024
Mobile X Global,https://www.crunchbase.com/funding_round/mobile-x-global-seed--4a58ea4e,Newport Coast,California,United States,North America,"Apps, Artificial Intelligence (AI), Mobile Apps, Telecommunications, Wireless",https://www.crunchbase.com/organization/mobile-x-global,Seed,1054000,USD,1054000,3/15/2024
Picogrid,https://www.crunchbase.com/funding_round/picogrid-seed--4ab2623e,El Segundo,California,United States,North America,"Artificial Intelligence (AI), Government, Industrial, Military",https://www.crunchbase.com/organization/picogrid,Seed,12000000,USD,12000000,3/26/2024
ActionAtlas,https://www.crunchbase.com/funding_round/actionatlas-pre-seed--4b4c7461,Bellevue,Washington,United States,North America,Software,https://www.crunchbase.com/organization/actionatlas,Pre-Seed,5000,USD,5000,3/1/2024
Blended Edge,https://www.crunchbase.com/funding_round/blended-edge-seed--4bab7b72,Columbus,Ohio,United States,North America,"Apps, Data Integration, Information Technology, Internet, PaaS, SaaS, Software",https://www.crunchbase.com/organization/blended-edge,Seed,0,NULL,0,3/11/2024
Artos,https://www.crunchbase.com/funding_round/artos-78fd-pre-seed--4bac3283,San Francisco,California,United States,North America,"Artificial Intelligence (AI), B2B, Biotechnology",https://www.crunchbase.com/organization/artos-78fd,Pre-Seed,500000,USD,500000,2/27/2024
Aropha,https://www.crunchbase.com/funding_round/aropha-seed--4bd536b7,Bedford,Ohio,United States,North America,"Artificial Intelligence (AI), Environmental Engineering, Machine Learning",https://www.crunchbase.com/organization/aropha,Seed,1000000,USD,1000000,3/11/2024
Abstract,https://www.crunchbase.com/funding_round/washington-abstract-seed--4c63cb89,San Francisco,California,United States,North America,"GovTech, Internet, SaaS, Software",https://www.crunchbase.com/organization/washington-abstract,Seed,4256483,USD,4256483,3/6/2024
Emporia Research,https://www.crunchbase.com/funding_round/emporia-87e3-seed--4c8ba6a4,New York,New York,United States,North America,"Artificial Intelligence (AI), B2B, Market Research, Software",https://www.crunchbase.com/organization/emporia-87e3,Seed,4700000,USD,4700000,3/21/2024
ProSights,https://www.crunchbase.com/funding_round/prosights-pre-seed--4cac1cb7,San Francisco,California,United States,North America,"Artificial Intelligence (AI), FinTech",https://www.crunchbase.com/organization/prosights,Pre-Seed,500000,USD,500000,2/27/2024
GEODNET,https://www.crunchbase.com/funding_round/geodnet-seed--4d647a49,Los Altos,California,United States,North America,"Blockchain, Geospatial, Internet of Things, Mapping Services, Metaverse",https://www.crunchbase.com/organization/geodnet,Seed,3500000,USD,3500000,2/28/2024
QuickFunds,https://www.crunchbase.com/funding_round/quickfunds-pre-seed--4d823d86,Buren,Gelderland,The Netherlands,Europe,"Credit, Cryptocurrency, Finance, Financial Services, Foreign Exchange Trading, Trading Platform, Venture Capital",https://www.crunchbase.com/organization/quickfunds,Pre-Seed,15000,EUR,16268,3/1/2024
Halcyon,https://www.crunchbase.com/funding_round/halcyon-3888-seed--4e236738,San Francisco,California,United States,North America,"Artificial Intelligence (AI), Energy, Information Technology, Software",https://www.crunchbase.com/organization/halcyon-3888,Seed,10800000,USD,10800000,4/18/2024
Mage,https://www.crunchbase.com/funding_round/mage-2989-seed--4e8dcc24,Izmir,Izmir,Turkey,Europe,"3D Technology, Animation, Gaming",https://www.crunchbase.com/organization/mage-2989,Seed,3500000,USD,3500000,4/17/2024
Brevian,https://www.crunchbase.com/funding_round/brevian-seed--4e8e4cf2,Sunnyvale,California,United States,North America,"Artificial Intelligence (AI), Information Technology, Software",https://www.crunchbase.com/organization/brevian,Seed,9000000,USD,9000000,3/7/2024
Deeligence,https://www.crunchbase.com/funding_round/deeligence-pre-seed--4eddd3cc,Melbourne,Victoria,Australia,Oceania,"Artificial Intelligence (AI), Legal, Legal Tech, SaaS",https://www.crunchbase.com/organization/deeligence,Pre-Seed,1000000,USD,1000000,4/26/2024
GroupSense,https://www.crunchbase.com/funding_round/groupsense-seed--4f273a65,Arlington,Virginia,United States,North America,"Artificial Intelligence (AI), Cyber Security, Information Technology, Network Security, Risk Management, Security",https://www.crunchbase.com/organization/groupsense,Seed,449995,USD,449995,3/25/2024
Orchard Robotics,https://www.crunchbase.com/funding_round/orchard-robotics-seed--4f34c250,Seattle,Washington,United States,North America,"AgTech, Artificial Intelligence (AI), Farming, Robotics",https://www.crunchbase.com/organization/orchard-robotics,Seed,3800000,USD,3800000,3/27/2024
Daato,https://www.crunchbase.com/funding_round/daato-seed--4f43b726,Berlin,Berlin,Germany,Europe,"Information Technology, SaaS, Software",https://www.crunchbase.com/organization/daato,Seed,5000000,EUR,5468778,3/20/2024
Kabilah,https://www.crunchbase.com/funding_round/kabilah-pre-seed--4fa9b44b,Stanford,California,United States,North America,"Artificial Intelligence (AI), Health Care, Hospital",https://www.crunchbase.com/organization/kabilah,Pre-Seed,500000,USD,500000,4/3/2024
OpenPipe,https://www.crunchbase.com/funding_round/openpipe-seed--4fca7d75,San Francisco,California,United States,North America,"Artificial Intelligence (AI), Information Technology, SaaS, Software Engineering",https://www.crunchbase.com/organization/openpipe,Seed,6700000,USD,6700000,3/26/2024
Surge,https://www.crunchbase.com/funding_round/surge2surgery-seed--507e3c39,Paris,Ile-de-France,France,Europe,"Artificial Intelligence (AI), Biotechnology, Electronic Health Record (EHR), Health Care, Machine Learning, Predictive Analytics",https://www.crunchbase.com/organization/surge2surgery,Seed,5300000,EUR,5730678,3/27/2024
